id,name,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
58XWGx7KNNkKneHdprcprX,Rock You Like A Hurricane,Scorpions,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'rock']",0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,252493,4
6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4
669cOBjpY4Y5O98Nmk6139,Surrender,Cheap Trick,"['album rock', 'beatlesque', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'power pop', 'rock', 'soft rock']",0.524,0.953,0,-7.097,1,0.0416,0.00757,5.02e-06,0.771,0.869,133.828,253827,4
4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4
5LNiqEqpDc8TuqPy79kDBu,Edge of Seventeen - 2016 Remaster,Stevie Nicks,['heartland rock'],0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,329413,4
3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,4
1OxcIUqVmVYxT6427tbhDW,Fly Away,Lenny Kravitz,"['permanent wave', 'rock']",0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,221333,4
1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,"['album rock', 'classic rock', 'permanent wave', 'rock']",0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,4
54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,515387,4
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'progressive rock', 'rock']",0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
6eN1f9KNmiWEhpE2RhQqB5,Paradise City,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",0.268,0.98,11,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,4
73TxYZd0lBCVRrHawrAglA,Sweet Emotion,Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436,274088,4
0RO9W1xJoUEpq5MEelddFb,Stairway to Heaven - Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,"['australian rock', 'hard rock', 'rock']",0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,Queen,"['classic rock', 'glam rock', 'rock']",0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,354320,4
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,Don Henley,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4
0rmGAIH9LNJewFw7nKzZnc,You Give Love A Bad Name,Bon Jovi,"['glam metal', 'rock']",0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707,4
6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,"['modern rock', 'permanent wave', 'punk', 'rock']",0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533,4
51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906,4
20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,Creedence Clearwater Revival,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,Soundgarden,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'rock']",0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4
5eU8qMd0TpaLqTGDZJaLDs,Need You Tonight,INXS,"['australian rock', 'dance rock', 'funk rock', 'new romantic', 'new wave', 'rock']",0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,180518,4
4c4jJJoaiY21t2TyRZgdWS,Magic Carpet Ride,Steppenwolf,"['acid rock', 'album rock', 'blues rock', 'british blues', 'classic canadian rock', 'classic rock', 'hard rock', 'proto-metal', 'rock', 'singer-songwriter', 'soft rock']",0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4
1hHGUdFaiJHw9hVZGJWYO2,Midnight Rider,Allman Brothers Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'heartland rock', 'jam band', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']",0.585,0.532,7,-9.673,1,0.0268,0.209,0.00797,0.227,0.68,94.461,180067,4
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Tom Petty,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.572,84.383,256000,4
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4
3q9npStSssk7sZWotiNQLK,November Rain - 2022 Version,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",0.252,0.797,11,-3.877,1,0.0328,0.00458,0.424,0.344,0.199,77.972,535733,4
5Th6EdNVhxp0TPX41ZLZk6,One Way Or Another - Remastered 2001,Blondie,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock']",0.45,0.877,9,-6.403,1,0.0532,0.0118,4.95e-05,0.0699,0.896,162.477,212707,4
0cKk8BKEi7zXbdrYdyqBP5,Behind Blue Eyes,The Who,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221427,4
6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,145867,4
1qOU8KzFifXE9YrgjVwYvc,Here I Go Again - 2018 Remaster,Whitesnake,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,4
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,4
6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,334744,4
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,"['grunge', 'permanent wave', 'rock']",0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4
0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4
2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,Joan Jett & the Blackhearts,"['glam punk', 'rock']",0.611,0.882,9,-11.225,1,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,246800,4
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,The Verve,"['britpop', 'permanent wave', 'rock', 'shoegaze']",0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,357267,4
1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4
5PntSbMHC1ud6Vvl8x56qd,Loser,Beck,"['alternative rock', 'anti-folk', 'permanent wave', 'rock']",0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,4
3KPwt1LBpt1jVSHz8GXERo,Feel like Makin' Love - 2015 Remaster,Bad Company,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']",0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Jimi Hendrix,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
6imjJij6aCM0IbbODUzJQn,Kickstart My Heart,Mötley Crüe,"['album rock', 'alternative metal', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",0.465,0.977,7,-3.839,0,0.175,0.00111,0.00298,0.201,0.233,89.535,284027,4
6NvRxjfYkkT2SpirAlmsjH,No One Knows,Queens of the Stone Age,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,278707,4
5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4
1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4
4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock', 'singer-songwriter', 'soft rock', 'synthpop']",0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627,4
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4
6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,258827,4
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']",0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573,4
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4
78JmElAFmrPNhLjovDR9Jm,All Day and All of the Night,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,141507,4
2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,"['australian rock', 'hard rock', 'rock']",0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933,4
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,516893,4
05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,The Black Crowes,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'heartland rock', 'jam band', 'rock', 'southern rock']",0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,188067,4
4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,Santana,"['blues rock', 'classic rock', 'mexican classic rock']",0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348,196467,4
3SUusuA9jH1v6PVwtYMbdv,Last Nite,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,4
0emHuukZSuaOzOlsAWHj2W,"American Woman - 7"" Single Version",The Guess Who,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.538,0.841,9,-7.547,1,0.0375,0.0424,0.00177,0.312,0.881,93.077,231640,4
18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,"['rock drums', 'soft rock']",0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160,4
7b4yGtR0rujvLi5EBfKKJ2,Take Me Home Tonight,Eddie Money,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'mellow gold', 'soft rock', 'southern rock']",0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,211160,4
5FqYA8KfiwsQvyBI4IamnY,Jump - 2015 Remaster,Van Halen,"['album rock', 'classic rock', 'hard rock', 'rock']",0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
1pXgBjIvALm97lDhroan2E,Times Like These - Acoustic Version,Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.588,0.559,4,-4.849,0,0.0272,0.128,0,0.0977,0.278,123.845,238587,4
5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,Lou Reed,"['classic rock', 'glam rock', 'permanent wave', 'rock', 'singer-songwriter']",0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4
5e3YOg6fIkP0wD5TyxcHOH,Cult of Personality,Living Colour,"['funk metal', 'funk rock', 'hard rock']",0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,294827,4
3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Lenny Kravitz,"['permanent wave', 'rock']",0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,211933,4
7wCmS9TTVUcIhRalDYFgPy,Where Is My Mind? - Remastered,Pixies,"['alternative rock', 'boston rock', 'permanent wave', 'rock']",0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,4
44fw7RulJyj7dGIi9qR86N,What Is Life - 2014 Remaster,George Harrison,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.471,0.84,4,-5.929,1,0.0319,0.00651,0.000249,0.315,0.892,131.353,264406,4
4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop - 2016 Remaster,Ramones,"['alternative rock', 'early us punk', 'permanent wave', 'punk', 'rock']",0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,134467,4
12yHvSYFXI7PGzNecUvIDu,Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,295466,4
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'southern rock']",0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,The Doors,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,4
7c1Dar0pIAW7w5TzaGjt9t,Jane Says,Jane's Addiction,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'nu metal', 'permanent wave', 'rock']",0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,287000,4
4MYb7NWLwXNDB7bYs3HeX8,Slow Ride - Edit,Foghat,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'rock', 'soft rock']",0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618,232533,4
5Z8EDau8uNcP1E8JvmfkZe,School's Out,Alice Cooper,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107,4
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,222973,4
3uz0O62HqYoyRiWZjS61KK,Detroit Rock City,KISS,"['glam rock', 'hard rock', 'rock']",0.479,0.847,0,-11.036,0,0.0984,0.00884,0.000206,0.144,0.317,90.654,228560,4
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4
1nFtiJxYdhtFfFtfXBv06s,Something In The Way,Nirvana,"['grunge', 'permanent wave', 'rock']",0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,232147,4
5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,The Clash,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,200480,4
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,"['australian rock', 'hard rock', 'rock']",0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
54X78diSLoUDI3joC2bjMz,Purple Rain,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,4
21YxK0klhpfLW8budkJaMF,Lust For Life,Iggy Pop,"['alternative rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",0.383,0.97,9,-5.638,1,0.0435,0.0276,0,0.0942,0.62,101.603,313926,4
1QaJWSCk3UMKLotnPCIHh1,Brass in Pocket - 2006 Remaster,Pretenders,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock']",0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,185960,4
1xKQbqQtQWrtQS47fUJBtl,Piece of My Heart,Big Brother & The Holding Company,"['blues rock', 'folk rock', 'psychedelic rock']",0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333,4
5h6SovHOYpIMlAkafxcbq3,Funk #49,James Gang,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'proto-metal', 'southern rock']",0.652,0.94,2,-7.927,1,0.0776,0.0398,0.782,0.0567,0.72,91.242,246293,4
4e9hUiLsN4mx61ARosFi7p,The Spirit Of Radio,Rush,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467,4
5zH710lFSLtkHbMkslLDjR,Crazy On You,Heart,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,4
70Z9t1qhytWtG4cCmmi7mU,I Wanna Rock,Twisted Sister,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,179760,4
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
5o37x6LpNSec4jSfPIChsQ,We Got The Beat - 2011 Remaster,The Go-Go's,"['album rock', 'candy pop', 'classic rock', 'girl group', 'heartland rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'singer-songwriter', 'soft rock', 'synthpop']",0.595,0.996,2,-3.418,1,0.0599,0.195,0.0345,0.0351,0.376,152.049,151107,4
4hq0S6wznq7SHDyMOFXL9i,Tumbling Dice,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.615,0.91,11,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,226333,4
3U8Fx7zNTQrctytkj6Gqgd,Carnival of the Animals: The Swan,Camille Saint-Saëns,"['classical', 'french romanticism', 'late romantic era']",0.213,0.0656,7,-24.81,1,0.0467,0.992,0.969,0.0699,0.0384,65.023,150147,3
6MzbO6YS0M6tjwT93hjAl0,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,Sigvaldi Kaldalóns,['icelandic classical'],0.33,0.00357,3,-33.142,1,0.0339,0.995,0.953,0.0989,0.121,100.741,216213,3
1L4NadMj3Jj7YgGaikyhfr,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)",Franz Liszt,"['classical', 'late romantic era']",0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,254000,3
3hCPh4oVVjaM8tv9sFH8cx,"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",0.32,0.00501,1,-33.366,1,0.0455,0.993,0.919,0.0618,0.0383,68.947,294960,5
1W6ZSpMRXgeM9iSJxA1xus,"3 Romances, Op. 22: No. 1, Andante molto (Arr. Knoth for Cello and Piano)",Clara Schumann,"['classical', 'early romantic era', 'german romanticism']",0.16,0.0301,1,-25.553,1,0.0495,0.968,0.888,0.161,0.0396,67.917,190867,3
5xbuJuQsTVheVZvX2AJVIv,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1 - 2012",Max Richter,"['compositional ambient', 'post-minimalism']",0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3
5U87k9mIyu2sGQppcqV4Dw,Experience - Solo Piano,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",0.355,0.0479,2,-28.017,1,0.0414,0.986,0.958,0.115,0.0538,98.698,307203,4
1eqyKmkcp7b2s1PU9fEZRS,Full Moon (Arr. Lewin for Guitar),Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",0.364,0.00799,8,-33.09,1,0.0395,0.978,0.894,0.109,0.0674,101.226,216093,4
4tKmydUDl8OIeb7fioEsnl,Sonata No. 42 in D Minor (Arr. Ólafsson),Domenico Cimarosa,['classical era'],0.33,0.00274,2,-37.342,0,0.0617,0.992,0.908,0.0668,0.188,61.088,143532,4
6YDgMoJ8ssOuKjQ6jiz4Kk,"12 Études, Op. 10: No. 3 in E Major",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.392,0.0536,4,-23.399,1,0.0571,0.995,0.867,0.0808,0.0417,71.286,234467,4
28XMNc5If5BmJWYDU42gkw,"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.499,0.351,9,-11.509,0,0.0448,0.951,9.94e-05,0.118,0.616,90.664,235947,4
0vzSIBAqnN1HzvWrPbh6VF,Ala,Joep Beving,"['compositional ambient', 'neo-classical']",0.384,0.125,10,-22.4,1,0.0315,0.987,0.929,0.112,0.369,80.185,120741,1
